payload_source,payload_label,method_id,payload_hex,payload_len,generation_strategy,seed_payload_hex,note
llm_real,noop_noop_noop_noop,14,00000000,4,semantic_all_door_command_combination,,four door command bytes
llm_real,open_open_open_open,14,01010101,4,semantic_all_door_command_combination,,four door command bytes
llm_real,close_close_close_close,14,02020202,4,semantic_all_door_command_combination,,four door command bytes
llm_real,noop_invalid3_close_invalid3,14,00030203,4,semantic_invalid_enum_included,,four door command bytes
llm_real,noop_noop_boundaryff_boundaryff,14,0000ffff,4,semantic_boundary_command_included,,four door command bytes
llm_real,close_noop_close_invalid3,14,02000203,4,semantic_invalid_enum_included,,four door command bytes
llm_real,open_close_close_invalid3,14,01020203,4,semantic_invalid_enum_included,,four door command bytes
llm_real,close_noop_noop_invalid3,14,02000003,4,semantic_invalid_enum_included,,four door command bytes
llm_real,open_boundaryff_boundaryff_close,14,01ffff02,4,semantic_boundary_command_included,,four door command bytes
llm_real,open_invalid3_noop_invalid3,14,01030003,4,semantic_invalid_enum_included,,four door command bytes
llm_real,close_invalid3_invalid3_invalid3,14,02030303,4,semantic_invalid_enum_included,,four door command bytes
llm_real,boundaryff_noop_invalid3_open,14,ff000301,4,semantic_boundary_command_included,,four door command bytes
llm_real,noop_boundaryff_invalid3_close,14,00ff0302,4,semantic_boundary_command_included,,four door command bytes
llm_real,invalid3_boundaryff_close_noop,14,03ff0200,4,semantic_boundary_command_included,,four door command bytes
llm_real,boundaryff_close_open_close,14,ff020102,4,semantic_boundary_command_included,,four door command bytes
llm_real,open_open_close_boundaryff,14,010102ff,4,semantic_boundary_command_included,,four door command bytes
llm_real,noop_close_boundaryff_invalid3,14,0002ff03,4,semantic_boundary_command_included,,four door command bytes
llm_real,close_invalid3_noop_boundaryff,14,020300ff,4,semantic_boundary_command_included,,four door command bytes
llm_real,noop_noop_invalid3_noop,14,00000300,4,semantic_invalid_enum_included,,four door command bytes
llm_real,close_invalid3_open_boundaryff,14,020301ff,4,semantic_boundary_command_included,,four door command bytes
llm_real,open_close_invalid3_boundaryff,14,010203ff,4,semantic_boundary_command_included,,four door command bytes
llm_real,open_close_open_close,14,01020102,4,semantic_all_door_command_combination,,four door command bytes
llm_real,invalid3_open_open_close,14,03010102,4,semantic_invalid_enum_included,,four door command bytes
llm_real,noop_boundaryff_boundaryff_noop,14,00ffff00,4,semantic_boundary_command_included,,four door command bytes
llm_real,boundaryff_boundaryff_open_boundaryff,14,ffff01ff,4,semantic_boundary_command_included,,four door command bytes
llm_real,noop_noop_close_invalid3,14,00000203,4,semantic_invalid_enum_included,,four door command bytes
llm_real,open_open_boundaryff_boundaryff,14,0101ffff,4,semantic_boundary_command_included,,four door command bytes
